,#Gc,logAge,[M/H],m_ini,logL,logTe,logg,m-M0,Av,m2/m1,mbol,TESS,J,H,Ks,Mact
531,3,10.07,-2.09,0.6154,-0.636,3.734,4.746,13.9,0.038,0.0,20.26,19.749,19.099,18.725,18.652,0.615
532,3,10.07,-2.09,0.7413,-0.059,3.799,4.508,14.0,0.038,0.0,18.918,18.556,18.066,17.789,17.759,0.741
533,3,10.07,-2.03,0.79998,0.34,3.827,4.254,16.4,0.038,0.0,20.32,20.012,19.602,19.387,19.364,0.8
534,3,10.07,-1.91,0.82049,0.553,3.82,4.025,13.9,0.038,0.0,17.287,16.958,16.531,16.306,16.281,0.82
535,3,10.07,-1.83,0.81284,0.434,3.824,4.157,13.7,0.038,0.0,17.384,17.063,16.649,16.432,16.408,0.813
536,3,10.07,-1.81,0.77926,0.146,3.812,4.378,16.1,0.038,0.0,20.504,20.16,19.712,19.466,19.44,0.779
537,3,10.07,-1.77,0.73625,-0.113,3.791,4.528,13.8,0.038,0.0,18.853,18.461,17.955,17.667,17.633,0.736
538,3,10.07,-1.77,0.75196,-0.028,3.799,4.483,13.9,0.038,0.0,18.74,18.366,17.881,17.607,17.577,0.752
539,3,10.07,-1.77,0.78283,0.168,3.813,4.362,14.7,0.038,0.0,19.05,18.707,18.261,18.018,17.992,0.783
540,3,10.07,-1.75,0.78945,0.214,3.816,4.33,15.3,0.038,0.0,19.535,19.196,18.758,18.521,18.495,0.789
541,3,10.07,-1.71,0.5252,-1.001,3.684,4.843,13.8,0.038,0.0,21.073,20.502,19.704,19.232,19.126,0.525
542,3,10.07,-1.69,0.24397,-1.788,3.629,5.074,12.2,0.038,0.0,21.439,20.876,19.901,19.357,19.2,0.244
543,3,10.07,-1.63,0.79681,0.216,3.815,4.329,15.9,0.038,0.0,20.129,19.785,19.347,19.109,19.084,0.797
544,3,10.07,-1.61,0.19726,-2.001,3.612,5.13,11.7,0.038,0.0,21.473,20.917,19.889,19.334,19.169,0.197
545,3,10.07,-1.57,0.36705,-1.471,3.644,4.996,12.1,0.038,0.0,20.547,19.979,19.05,18.511,18.372,0.367
546,3,10.07,-1.57,0.62189,-0.641,3.726,4.725,14.2,0.038,0.0,20.573,20.036,19.365,18.97,18.898,0.622
547,3,10.07,-1.57,0.82165,0.385,3.821,4.199,17.2,0.038,0.0,21.008,20.673,20.253,20.031,20.007,0.822
548,3,10.07,-1.53,0.54543,-0.944,3.686,4.811,14.2,0.038,0.0,21.331,20.762,19.966,19.487,19.387,0.545
549,3,10.07,-1.39,0.6201,-0.668,3.719,4.721,11.7,0.038,0.0,18.14,17.59,16.896,16.482,16.407,0.62
550,3,10.07,-1.35,0.23777,-1.869,3.613,5.08,12.1,0.038,0.0,21.541,20.986,19.957,19.393,19.231,0.238
551,3,10.07,-1.31,0.25615,-1.809,3.615,5.062,11.8,0.038,0.0,21.092,20.536,19.513,18.947,18.787,0.256
552,3,10.07,-1.29,0.8277,0.407,3.811,4.14,15.2,0.038,0.0,18.953,18.582,18.14,17.901,17.874,0.828
553,3,10.07,-1.19,0.63644,-0.629,3.72,4.695,14.2,0.038,0.0,20.543,19.991,19.296,18.877,18.806,0.636
554,3,10.07,-1.17,0.59768,-0.789,3.696,4.735,12.5,0.038,0.0,19.242,18.676,17.906,17.43,17.345,0.598
555,3,10.07,-1.11,0.62707,-0.683,3.709,4.702,14.2,0.038,0.0,20.677,20.117,19.389,18.942,18.867,0.627
556,3,10.07,-1.09,0.67769,-0.483,3.737,4.645,14.1,0.038,0.0,20.078,19.545,18.902,18.518,18.459,0.678
557,3,10.07,-1.09,0.80402,0.116,3.796,4.359,15.5,0.038,0.0,19.98,19.567,19.088,18.82,18.79,0.804
558,3,10.07,-1.07,0.84063,0.37,3.802,4.145,14.8,0.038,0.0,18.646,18.243,17.777,17.522,17.493,0.841
559,3,10.07,-1.01,0.81513,0.149,3.796,4.329,13.3,0.038,0.0,17.697,17.279,16.798,16.531,16.5,0.815
560,3,10.07,-0.97,0.60906,-0.78,3.691,4.714,11.4,0.038,0.0,18.121,17.554,16.762,16.262,16.18,0.609
561,3,10.07,-0.93,0.81966,0.141,3.793,4.328,14.0,0.038,0.0,18.418,17.988,17.501,17.229,17.197,0.82
562,3,10.07,-0.81,0.50076,-1.179,3.645,4.841,13.7,0.038,0.0,21.418,20.865,19.913,19.306,19.192,0.501
563,3,10.07,-0.81,0.74246,-0.281,3.753,4.55,13.9,0.038,0.0,19.373,18.853,18.261,17.912,17.864,0.742
564,3,10.07,-0.75,0.58173,-0.917,3.667,4.736,13.8,0.038,0.0,20.863,20.302,19.423,18.851,18.758,0.582
565,3,10.07,-0.63,0.84815,0.133,3.783,4.31,16.7,0.038,0.0,21.136,20.663,20.155,19.869,19.834,0.848
566,3,10.07,-0.61,0.74317,-0.352,3.738,4.559,14.0,0.038,0.0,19.649,19.098,18.462,18.078,18.025,0.743
567,3,10.07,-0.43,0.88396,0.15,3.776,4.284,15.9,0.038,0.0,20.294,19.792,19.27,18.974,18.938,0.884
568,3,10.07,-0.41,0.67516,-0.699,3.684,4.647,14.8,0.038,0.0,21.317,20.743,19.918,19.383,19.305,0.675
569,3,10.07,-0.17,0.54864,-1.179,3.62,4.784,12.5,0.038,0.0,20.217,19.694,18.629,17.966,17.845,0.549
570,3,10.11,-2.67,0.32613,-1.55,3.643,5.019,12.0,0.038,0.0,20.644,20.064,19.152,18.674,18.518,0.326
571,3,10.11,-2.43,0.72482,-0.084,3.797,4.515,14.3,0.038,0.0,19.279,18.92,18.424,18.142,18.11,0.725
572,3,10.11,-2.35,0.74181,0.02,3.806,4.459,15.4,0.038,0.0,20.12,19.78,19.309,19.046,19.018,0.742
573,3,10.11,-2.05,0.39486,-1.39,3.653,4.981,13.2,0.038,0.0,21.445,20.867,19.977,19.483,19.34,0.395
574,3,10.11,-2.03,0.71136,-0.18,3.785,4.558,13.9,0.038,0.0,19.12,18.725,18.202,17.902,17.865,0.711
575,3,10.11,-1.93,0.77372,0.22,3.816,4.317,15.1,0.038,0.0,19.319,18.987,18.549,18.311,18.286,0.774
576,3,10.11,-1.91,0.4632,-1.197,3.666,4.909,13.5,0.038,0.0,21.262,20.686,19.833,19.346,19.218,0.463
577,3,10.11,-1.89,0.76428,0.139,3.811,4.371,14.4,0.038,0.0,18.822,18.478,18.024,17.774,17.748,0.764
578,3,10.11,-1.85,0.49357,-1.105,3.673,4.875,13.5,0.038,0.0,21.033,20.457,19.627,19.145,19.026,0.494
579,3,10.11,-1.85,0.5106,-1.047,3.679,4.856,14.1,0.038,0.0,21.488,20.914,20.102,19.63,19.517,0.511
580,3,10.11,-1.83,0.62141,-0.608,3.735,4.724,12.4,0.038,0.0,18.69,18.174,17.525,17.148,17.078,0.621
581,3,10.11,-1.79,0.2698,-1.702,3.634,5.053,12.5,0.038,0.0,21.525,20.959,20.002,19.468,19.314,0.27
582,3,10.11,-1.77,0.81714,1.525,3.719,2.646,13.3,0.038,0.0,14.258,13.737,13.023,12.58,12.518,0.817
583,3,10.11,-1.77,0.74968,0.021,3.801,4.442,13.8,0.038,0.0,18.518,18.149,17.671,17.402,17.373,0.75
584,3,10.11,-1.75,0.78132,0.255,3.816,4.285,13.2,0.038,0.0,17.331,16.992,16.555,16.319,16.293,0.781
585,3,10.11,-1.69,0.24259,-1.79,3.629,5.073,10.8,0.038,0.0,20.045,19.483,18.507,17.962,17.805,0.243
586,3,10.11,-1.69,0.23075,-1.839,3.626,5.088,12.0,0.038,0.0,21.368,20.807,19.822,19.274,19.114,0.231
587,3,10.11,-1.69,0.68118,-0.352,3.764,4.627,13.8,0.038,0.0,19.449,18.992,18.42,18.088,18.04,0.681
588,3,10.11,-1.63,0.3885,-1.41,3.65,4.982,11.5,0.038,0.0,19.794,19.223,18.313,17.783,17.648,0.389
589,3,10.11,-1.61,0.38642,-1.417,3.649,4.983,12.8,0.038,0.0,21.112,20.542,19.628,19.095,18.959,0.386
590,3,10.11,-1.53,0.49942,-1.103,3.669,4.86,13.6,0.038,0.0,21.126,20.557,19.703,19.189,19.075,0.499
591,3,10.11,-1.51,0.63145,-0.593,3.731,4.703,14.4,0.038,0.0,20.652,20.122,19.465,19.077,19.009,0.631
592,3,10.11,-1.51,0.64832,-0.522,3.741,4.68,15.4,0.038,0.0,21.474,20.961,20.328,19.957,19.894,0.648
593,3,10.11,-1.43,0.58791,-0.78,3.705,4.753,14.4,0.038,0.0,21.12,20.559,19.821,19.378,19.293,0.588
594,3,10.11,-1.41,0.67601,-0.415,3.752,4.638,15.6,0.038,0.0,21.408,20.912,20.312,19.961,19.907,0.676
595,3,10.11,-1.39,0.53789,-0.978,3.679,4.807,14.3,0.038,0.0,21.515,20.947,20.121,19.614,19.513,0.538
596,3,10.11,-1.31,0.58724,-0.795,3.7,4.748,14.4,0.038,0.0,21.158,20.592,19.836,19.376,19.291,0.587
597,3,10.11,-1.31,0.70091,-0.311,3.764,4.595,15.5,0.038,0.0,21.047,20.572,20.002,19.67,19.624,0.701
598,3,10.11,-1.27,0.52577,-1.035,3.669,4.815,13.7,0.038,0.0,21.056,20.491,19.63,19.095,18.989,0.526
599,3,10.11,-1.27,0.7311,-0.165,3.778,4.527,15.4,0.038,0.0,20.582,20.138,19.608,19.303,19.264,0.731
600,3,10.11,-1.27,0.79834,0.267,3.806,4.244,17.2,0.038,0.0,21.304,20.922,20.465,20.215,20.187,0.798
601,3,10.11,-1.21,0.69115,-0.373,3.754,4.612,14.2,0.038,0.0,19.904,19.403,18.808,18.459,18.408,0.691
602,3,10.11,-1.13,0.67139,-0.479,3.738,4.642,14.3,0.038,0.0,20.268,19.738,19.099,18.718,18.659,0.671
603,3,10.11,-1.09,0.56822,-0.901,3.68,4.759,12.5,0.038,0.0,19.522,18.957,18.127,17.603,17.511,0.568
604,3,10.11,-1.07,0.33161,-1.611,3.623,5.005,11.3,0.038,0.0,20.096,19.54,18.535,17.955,17.806,0.332
605,3,10.11,-0.43,0.63293,-0.829,3.667,4.683,13.3,0.038,0.0,20.143,19.58,18.694,18.11,18.022,0.633
606,#TRILEGAL,normally,terminated,,,,,,,,,,,,,
